(0, 0, 7.0, 8.0, 1.0)
(0, 1, 8.0, 20.0, 2.0)
(0, 2, 14.0, 24.0, -1.0)
(0, 3, 11.0, 12.0, 0.0)
(0, 4, 13.0, 4.0, -1.0)
(0, 5, 12.0, 12.0, 0.0)
(0, 6, 12.0, 16.0, -1.0)
(0, 7, 15.0, 36.0, 1.0)
(0, 8, 10.0, 20.0, 1.0)
(0, 9, 14.0, 16.0, -1.0)
(1, 0, 9.0, 8.0, -1.0)
(1, 1, 19.0, 32.0, -1.0)
(1, 2, 12.0, 36.0, 0.0)
(1, 3, 9.0, 14.0, 1.0)
(1, 4, 6.0, 10.0, 2.0)
(1, 5, 12.0, 8.0, 3.0)
(1, 6, 14.0, 16.0, 0.0)
(1, 7, 14.0, 40.0, -1.0)
(1, 8, 8.0, 4.0, 0.0)
(1, 9, 12.0, 20.0, -1.0)
(2, 0, 8.0, 24.0, 0.0)
(2, 1, 12.0, 36.0, 0.0)
(2, 2, 3.0, 12.0, 1.0)
(2, 3, 11.0, 8.0, 0.0)
(2, 4, 7.0, 6.0, 2.0)
(2, 5, 10.0, 12.0, 2.0)
(2, 6, 13.0, 16.0, 0.0)
(2, 7, 16.0, 32.0, 1.0)
(2, 8, 16.0, 16.0, 1.0)
(2, 9, 11.0, 12.0, 1.0)
(3, 0, 10.0, 12.0, 0.0)
(3, 1, 14.0, 20.0, -1.0)
(3, 2, 16.0, 32.0, 1.0)
(3, 3, 7.0, 8.0, 1.0)
(3, 4, 8.0, 4.0, 1.0)
(3, 5, 4.0, 6.0, 1.0)
(3, 6, 3.0, 2.0, 3.0)
(3, 7, 3.0, 18.0, 1.0)
(3, 8, 5.0, 6.0, 0.0)
(3, 9, 7.0, 4.0, 2.0)
(4, 0, 5.0, 4.0, 2.0)
(4, 1, 12.0, 12.0, -1.0)
(4, 2, 4.0, 8.0, 4.0)
(4, 3, 4.0, 8.0, 4.0)
(4, 4, 14.0, 16.0, -1.0)
(4, 5, 15.0, 24.0, -1.0)
(4, 6, 14.0, 8.0, 1.0)
(4, 7, 0.0, 2.0, 4.0)
(4, 8, 5.0, 10.0, 4.0)
(4, 9, 6.0, 6.0, 2.0)
