(0, 0, 14.0, 16.0, 0.0)
(0, 1, 13.0, 24.0, -1.0)
(0, 2, 8.0, 6.0, 1.0)
(0, 3, 14.0, 36.0, -1.0)
(0, 4, 11.0, 8.0, 1.0)
(0, 5, 9.0, 28.0, 0.0)
(0, 6, 9.0, 14.0, 1.0)
(0, 7, 12.0, 16.0, 0.0)
(0, 8, 6.0, 12.0, 1.0)
(0, 9, 13.0, 4.0, -1.0)
(0, 10, 6.0, 8.0, 1.0)
(0, 11, 14.0, 24.0, 0.0)
(0, 12, 14.0, 8.0, -1.0)
(0, 13, 10.0, 6.0, 1.0)
(0, 14, 13.0, 20.0, 0.0)
(0, 15, 11.0, 16.0, 1.0)
(0, 16, 12.0, 12.0, 0.0)
(0, 17, 6.0, 4.0, 1.0)
(0, 18, 14.0, 20.0, 1.0)
(0, 19, 15.0, 24.0, 0.0)
(0, 20, 15.0, 16.0, 0.0)
(0, 21, 15.0, 28.0, -1.0)
(0, 22, 7.0, 14.0, 2.0)
(0, 23, 14.0, 28.0, 0.0)
(0, 24, 9.0, 16.0, -1.0)
(0, 25, 13.0, 8.0, -1.0)
(0, 26, 8.0, 10.0, 2.0)
(0, 27, 0.0, 12.0, 3.0)
(0, 28, 10.0, 4.0, 0.0)
(0, 29, 4.0, 12.0, 1.0)
(0, 30, 12.0, 16.0, 0.0)
(0, 31, 7.0, 24.0, 0.0)
(0, 32, 14.0, 36.0, 1.0)
(0, 33, 6.0, 16.0, 1.0)
(0, 34, 12.0, 12.0, 0.0)
(0, 35, 16.0, 8.0, -1.0)
(0, 36, 19.0, 20.0, -1.0)
(0, 37, 4.0, 12.0, 2.0)
(0, 38, 8.0, 20.0, 2.0)
(0, 39, 8.0, 4.0, 2.0)
(0, 40, 0.0, 4.0, 2.0)
(0, 41, 12.0, 28.0, 0.0)
(0, 42, 8.0, 10.0, 0.0)
(0, 43, 9.0, 4.0, 0.0)
(0, 44, 5.0, 18.0, 1.0)
(0, 45, 1.0, 16.0, 3.0)
(0, 46, 13.0, 24.0, 0.0)
(0, 47, 11.0, 32.0, 0.0)
(0, 48, 14.0, 16.0, -1.0)
(0, 49, 13.0, 20.0, 0.0)
(0, 50, 9.0, 20.0, 1.0)
(0, 51, 12.0, 8.0, 1.0)
(0, 52, 4.0, 8.0, 2.0)
(0, 53, 16.0, 6.0, 1.0)
(0, 54, 16.0, 4.0, 0.0)
(0, 55, 7.0, 8.0, 0.0)
(0, 56, 12.0, 16.0, 1.0)
(0, 57, 1.0, 16.0, 3.0)
(0, 58, 9.0, 6.0, 1.0)
(0, 59, 13.0, 8.0, 0.0)
(0, 60, 4.0, 12.0, 2.0)
(0, 61, 15.0, 4.0, 0.0)
(0, 62, 2.0, 8.0, 4.0)
(0, 63, 11.0, 24.0, 0.0)
(0, 64, 5.0, 8.0, 3.0)
(0, 65, 0.0, 16.0, 5.0)
(0, 66, 11.0, 44.0, 0.0)
(0, 67, 0.0, 12.0, 1.0)
(0, 68, 0.0, 4.0, 3.0)
(0, 69, 0.0, 4.0, 4.0)
(0, 70, 4.0, 10.0, 3.0)
(0, 71, 5.0, 8.0, 0.0)
(0, 72, 9.0, 24.0, 1.0)
(0, 73, 0.0, 12.0, 1.0)
(0, 74, 7.0, 24.0, 2.0)
(0, 75, 7.0, 4.0, 1.0)
(0, 76, 8.0, 8.0, 1.0)
(0, 77, 0.0, 12.0, 4.0)
(0, 78, 4.0, 36.0, 2.0)
(0, 79, 3.0, 8.0, 2.0)
(0, 80, 3.0, 4.0, 1.0)
(0, 81, 3.0, 8.0, 0.0)
(0, 82, 2.0, 16.0, 1.0)
(0, 83, 1.0, 26.0, 1.0)
(0, 84, 0.0, 8.0, 5.0)
(0, 85, 0.0, 4.0, 3.0)
(0, 86, 0.0, 8.0, 7.0)
(0, 87, 4.0, 20.0, 5.0)
(0, 88, 4.0, 4.0, 3.0)
(0, 89, 9.0, 24.0, 2.0)
(0, 90, 9.0, 4.0, 3.0)
(0, 91, 10.0, 6.0, 2.0)
(0, 92, 11.0, 28.0, 1.0)
(0, 93, 6.0, 12.0, 4.0)
(0, 94, 8.0, 16.0, 2.0)
(0, 95, 5.0, 12.0, 7.0)
(0, 96, 9.0, 6.0, 5.0)
(0, 97, 10.0, 2.0, 4.0)
(0, 98, 13.0, 12.0, 1.0)
(0, 99, 5.0, 12.0, 7.0)
(0, 100, 12.0, 10.0, 5.0)
(0, 101, 10.0, 8.0, 3.0)
(0, 102, 10.0, 14.0, 4.0)
(0, 103, 5.0, 12.0, 3.0)
(0, 104, 3.0, 10.0, 2.0)
(0, 105, 1.0, 8.0, 3.0)
(0, 106, 0.0, 4.0, 7.0)
(0, 107, 8.0, 16.0, 3.0)
(0, 108, 4.0, 2.0, 5.0)
(0, 109, 16.0, 20.0, 0.0)
(0, 110, 0.0, 6.0, 8.0)
(0, 111, 4.0, 10.0, 2.0)
(0, 112, 4.0, 18.0, 5.0)
(0, 113, 2.0, 16.0, 6.0)
(0, 114, 11.0, 12.0, 2.0)
(0, 115, 11.0, 2.0, 2.0)
(0, 116, 13.0, 12.0, 4.0)
(0, 117, 6.0, 4.0, 5.0)
(0, 118, 13.0, 8.0, 3.0)
(0, 119, 13.0, 8.0, 1.0)
(0, 120, 8.0, 8.0, 5.0)
(0, 121, 17.0, 6.0, 2.0)
(0, 122, 18.0, 14.0, 2.0)
(0, 123, 7.0, 2.0, 9.0)
(0, 124, 20.0, 28.0, 0.0)
(0, 125, 17.0, 10.0, 1.0)
(0, 126, 16.0, 18.0, 3.0)
(0, 127, 17.0, 2.0, 4.0)
(0, 128, 12.0, 20.0, 5.0)
(0, 129, 4.0, 10.0, 6.0)
(0, 130, 10.0, 4.0, 4.0)
(0, 131, 0.0, 18.0, 7.0)
(0, 132, 1.0, 2.0, 7.0)
(0, 133, 9.0, 10.0, 4.0)
(0, 134, 5.0, 8.0, 7.0)
(0, 135, 16.0, 2.0, 4.0)
(0, 136, 18.0, 8.0, 3.0)
(0, 137, 4.0, 6.0, 6.0)
(0, 138, 5.0, 6.0, 3.0)
(0, 139, 0.0, 24.0, 8.0)
(0, 140, 9.0, 2.0, 4.0)
(0, 141, 10.0, 4.0, 3.0)
(0, 142, 14.0, 10.0, 1.0)
(0, 143, 21.0, 4.0, 1.0)
(0, 144, 12.0, 6.0, 8.0)
(0, 145, 5.0, 6.0, 7.0)
(0, 146, 6.0, 6.0, 2.0)
(0, 147, 17.0, 10.0, 4.0)
(0, 148, 13.0, 20.0, 4.0)
(0, 149, 0.0, 4.0, 5.0)
(0, 150, 0.0, 2.0, 5.0)
(0, 151, 4.0, 6.0, 4.0)
(0, 152, 0.0, 4.0, 7.0)
(0, 153, 0.0, 20.0, 7.0)
(0, 154, 0.0, 4.0, 4.0)
(0, 155, 0.0, 8.0, 7.0)
(0, 156, 0.0, 4.0, 6.0)
(0, 157, 5.0, 10.0, 6.0)
(0, 158, 0.0, 4.0, 5.0)
(0, 159, 7.0, 4.0, 5.0)
(0, 160, 0.0, 16.0, 8.0)
(0, 161, 4.0, 10.0, 5.0)
(0, 162, 0.0, 12.0, 7.0)
(0, 163, 7.0, 6.0, 5.0)
(0, 164, 6.0, 2.0, 5.0)
(0, 165, 9.0, 12.0, 2.0)
(0, 166, 9.0, 18.0, 6.0)
(0, 167, 9.0, 2.0, 3.0)
(0, 168, 8.0, 12.0, 4.0)
(0, 169, 11.0, 2.0, 4.0)
(0, 170, 0.0, 6.0, 4.0)
(0, 171, 0.0, 18.0, 6.0)
(0, 172, 0.0, 2.0, 9.0)
(0, 173, 0.0, 12.0, 2.0)
(0, 174, 5.0, 4.0, 5.0)
(0, 175, 11.0, 4.0, 4.0)
(0, 176, 0.0, 6.0, 4.0)
(0, 177, 0.0, 6.0, 5.0)
(0, 178, 4.0, 12.0, 10.0)
(0, 179, 1.0, 12.0, 4.0)
(0, 180, 0.0, 4.0, 8.0)
(0, 181, 0.0, 14.0, 5.0)
(0, 182, 9.0, 4.0, 7.0)
(0, 183, 19.0, 12.0, 2.0)
